video_id,video_url,domain,subdomain,type,question,option_a,option_b,option_c,option_d,correct_answer
9p_KEQr8ks8,https://www.youtube.com/watch?v=9p_KEQr8ks8,Health & Medicine,Pharmacy,Domain Expertise,What are the methods mentioned in this video to address sleep problem?,It is hypothesized that the action of orexin changes the activity of the neurotransmitters involved in the regulation of sleep/wake states.,"The sleep-wake cycle is also affected by neurotransmitters released by reticular activating system neurons, such as norepinephrine, acetylcholine, and serotonin.",These neurotransmitters contribute to maintaining wakefulness and significantly decrease during REM sleep.,"This video mentions cognitive behavior therapy for insomnia, and medications.",d
m0HNnQeWXvM,https://www.youtube.com/watch?v=m0HNnQeWXvM,Health & Medicine,Pharmacy,Explanation,What might be the reason for the woman to appear at the drugstore?,It also has anti-ageing benefits with peptides and antioxidants.,"As an ultra-matte gel formulation, it is suitable for all skin types in humid weather while also being relatively sweat resistant.","This cream provides complete sun protection, aids in healing sun damage and reduces tanning.","The woman is a dermatologist, and she appears at the drugstore to introduce the best acne fighting products.",d
m0HNnQeWXvM,https://www.youtube.com/watch?v=m0HNnQeWXvM,Health & Medicine,Pharmacy,Counterfactual Thinking,What would happen if a person with acne-prone skin uses a product that contains petrolatum?,"Ideal for sensitive, dry and normal skin, this is another fragrance-free formula that delivers essential vitamin B3 to the skin in the form niacinamide as well as hydrating glycerin without clogging pores.",Petrolatum will clog the pores and make the acne worse.,"Enriched with ceramides to maintain the skin's natural barrier and hyaluronic acid to seal in the skin’s natural moisture, this non-comedogenic formula is a favourite with dermats everywhere.","Gentle and devoid of fragrances, this fast-absorbing moisturiser sinks deep within the skin to lock in hydration and repair a compromised skin barrier.",b
m0HNnQeWXvM,https://www.youtube.com/watch?v=m0HNnQeWXvM,Health & Medicine,Pharmacy,Future Prediction,What are the products a person with oily skin might purchase after seeing this video?,"A household staple, it is always handy to stash this versatile jelly in your skincare bag for its endless uses.","Personally, I like to apply a thin layer with a cotton swab to heal dry cuticles and perk up a manicure.",This face wash works well for oily as well as combination skin types. ,"Following the advice in this video, a person with oily skin might purchase a liquid cleanser that foams instead of a creamier cleanser, and might purchase the Garnier blackhead eliminating scrub, and also products that contains sulfur, and CeraVe.",d
m0HNnQeWXvM,https://www.youtube.com/watch?v=m0HNnQeWXvM,Health & Medicine,Pharmacy,Domain Expertise,What is the brand of the sulfur mask recommended in the video?,It offers relief from itching for those with allergy-prone skin while also repairing the skin barrier function and reducing skin sensitivity.,"Those with irritated and dry skin will want to reach for this calming cream that contains soothing agents like glycerin, squalene and olea fruit oil.",The dermatologist recommends Therapeutic Sulfur Mask from AcneFree.,"Featuring glycolic acid as a natural exfoliator, antioxidant vitamin E and soothing aloe vera extracts, it aids in cleansing oily skin without stripping away natural oils.",c
U6e0r5M_N-s_0,https://www.youtube.com/watch?v=U6e0r5M_N-s,Health & Medicine,Pharmacy,Explanation,What is the symdrome of bipolar disorder as depicted in the chart?,"It is often underutilized because of the potential for side effects, and perhaps because it is an older drug.","This activity outlines the indications and contraindications for lithium use, provides instructions for administration and monitoring, and reviews lithium toxicity.","Bipolor disorder is a condition characterized by periods of mania and depression. Patients with bipolar disorder can have dramatic shifts in emotions, energy, and activity levels that can make day-to-day living difficult.","Despite the availability of newer mood stabilizers, lithium continues to be a first-line treatment for bipolar disorder.",c
U6e0r5M_N-s_0,https://www.youtube.com/watch?v=U6e0r5M_N-s,Health & Medicine,Pharmacy,Future Prediction,How will the symtom of bipolar disorder change after taking lithium?,"Lithium regulates the neurotransmitter release process, and thus decreases the frequency and magnitude of the ups and downs in the mood.","The mechanism of action of lithium is not known. It is rapidly absorbed, has a small volume of distribution, and is excreted in the urine unchanged.",Lithium appears to increase cytoprotective proteins and possibly activates neurogenesis and increases gray matter volume.,"Lithium modifies sodium transport in nerve and muscle cells. It alters the metabolism of neurotransmitters, specifically catecholamines and serotonin.",a
U6e0r5M_N-s_1,https://www.youtube.com/watch?v=U6e0r5M_N-s,Health & Medicine,Pharmacy,Counterfactual Thinking,What would happen to the baby if a pregnant patient with bipolar disorder takes lithium?,Lithium is a commonly prescribed drug for a manic episode in bipolar disorder as well as maintenance therapy of bipolar disorder in a patient with a history of a manic episode.,The baby will have higher risk of congenital heart defects. s,"Lithium was the first mood stabilizer and is still the first-line treatment option, but is underutilized because it is an older drug.","This activity highlights the role of the interprofessional team in caring for patients who are undergoing, or who may undergo lithium therapy.",b
U6e0r5M_N-s_1,https://www.youtube.com/watch?v=U6e0r5M_N-s,Health & Medicine,Pharmacy,Domain Expertise,"In this video, how many enzymes involved in the neurotransmitter release process are inhibited by lithium?","Lithium is also prescribed for major depressive disorder as an adjunct therapy, bipolar disorder without a history of mania, treatment of vascular headaches, and neutropenia.",The primary target symptoms of lithium are mania and unstable mood.,"There are two types of enzymes being inhibited by lithium, namely inostol phosphate phosphatase and inostol mono-phosphatase.",Patients with rapid cycling and mixed state types of bipolar disorder generally do less well on lithium.,c
JPUoJjDFqwM_0,https://www.youtube.com/watch?v=JPUoJjDFqwM,Health & Medicine,Pharmacy,Domain Expertise,Which type of medication can treat broader range of bacterial infections? Amoxicillin or penicillin?,Amoxicillin and penicillin are both antibiotics in the penicillin class.,Both amoxicillin and penicillin are used to treat bacterial infections.,Amoxicillin can treat a broader range of bacterial infections than penicillin.,Both amoxicillin and penicillin have similar side effects that go away when you stop taking the medication.,c
JPUoJjDFqwM_0,https://www.youtube.com/watch?v=JPUoJjDFqwM,Health & Medicine,Pharmacy,Domain Expertise,"According to the video, what are the types of bacterias that amoxicillin can treat while peniciilin cannot?",Enterococcus sp. is most susceptible to the natural penicillins.,Some gram-positive bacteria.,Penicillium fungi.,Some gram-negative bacteria.,d
7FR1TsKLoDI_0,https://www.youtube.com/watch?v=7FR1TsKLoDI,Health & Medicine,Basic Medical Science,Explanation,What might be the reason for the brain to have an area with dimmed gray color in the animation?,"The brain cells in that specific brain area is not getting enough oxygen and nutrients because of the stroke, and the brain cells are dying.",The blood vessel in the brain leaks or bursts and causes bleeding in the brain. The blood increases pressure on brain cells and damages them.,An ischemic stroke occurs when the blood supply to part of the brain is blocked or reduced.,A stroke is a medical emergency. It's crucial to get medical treatment right away. Getting emergency medical help quickly can reduce brain damage and other stroke complications.,a
7FR1TsKLoDI_0,https://www.youtube.com/watch?v=7FR1TsKLoDI,Health & Medicine,Basic Medical Science,Future Prediction,What might happen if the blood flow in part of ones brain is blocked?,A hemorrhagic stroke is caused by leaking or bursting of a blood vessel in the brain.,"In this case, a stroke may occur, and the brain cells in that area may die.","Some people may have only a temporary disruption of blood flow to the brain, known as a transient ischemic attack (TIA). A TIA doesn't cause lasting symptoms.","Bleeding inside the brain, known as a brain hemorrhage, can result from many conditions that affect the blood vessels.",b
7FR1TsKLoDI_1,https://www.youtube.com/watch?v=7FR1TsKLoDI,Health & Medicine,Basic Medical Science,Explanation,"Please describe the shape of the cells traveling in the blood vessels in the animation, and what might be the reason for the shape?","The shape of a cell is tightly controlled, and reflects important processes including actomyosin activity, adhesion properties, cell differentiation, and polarization.",White blood cells are colorless but can appear as a very light purple to pink color when examined under a microscope and colored with dye.,"This biconcave shape allows the cells to flow smoothly through the narrowest blood vessels. Gas exchange with tissues occurs in capillaries, tiny blood vessels that are only as wide as one cell.","The cells are colored in red, and they are shaped as biconcave disks. The cells in the animation might be red blood cells, and the animation use them to show the blood flow in the blood vessels.",d
7FR1TsKLoDI_2,https://www.youtube.com/watch?v=7FR1TsKLoDI,Health & Medicine,Basic Medical Science,Domain Expertise,What is the reason for the brain artery to be blocked in the animation?,Blocked or narrowed blood vessels can be caused by fatty deposits that build up in blood vessels.,"Ischemic stroke causes reduced blood flow, known as ischemia.",The brain artery is blocked because a blood clot formed elsewhere traveled to the brain artery and blocked the narrow part of the artery.,"Ischemic stroke is the most common type of stroke, and it happens when the brain's blood vessels become narrowed or blocked.",c
9axOFtPqS0c_0,https://www.youtube.com/watch?v=9axOFtPqS0c,Health & Medicine,Public Health,Domain Expertise,What are the infectious agents that cause infectious diseases mentioned in the video?,"Viruses, bacteria, fungi, protozoa, and helminths.","Viruses, bacteria, fungi, protozoa, and parasitic worms.","Viruses, bacteria, parasites, and fungi.","Helminths, bacteria and protozoans.",c
9axOFtPqS0c_0,https://www.youtube.com/watch?v=9axOFtPqS0c,Health & Medicine,Public Health,Domain Expertise,What does the icon that represents fungi looks like in the video?,The icon looks like a blue cell with a nucleus.,The icon looks like a mushroom.,The icon looks like a bacteria with flagellum.,The icon looks like a set of blue dots.,d
9axOFtPqS0c_1,https://www.youtube.com/watch?v=9axOFtPqS0c,Health & Medicine,Public Health,Future Prediction,What will happen if the infectious agents get into one's body and their immune system is not able to fight them off?,"Mild infections may respond to rest and home remedies, while some life-threatening infections may need hospitalization.","In this case, that person will get sick and may develop an infectious disease.",Some infectious diseases can be passed from person to person. Some are transmitted by insects or other animals.,"Signs and symptoms vary depending on the organism causing the infection, but often include fever and fatigue. ",b
9axOFtPqS0c_1,https://www.youtube.com/watch?v=9axOFtPqS0c,Health & Medicine,Public Health,Domain Expertise,What are the ways of being immune to infectious diseases mentioned in the video?,Frequent and thorough hand-washing also helps protect you from most infectious diseases.,An easy way to catch most infectious diseases is by coming in contact with a person or an animal with the infection.,"Many infectious diseases, such as measles and chickenpox, can be prevented by vaccines. ","A person might be immune to infectious diseases by getting vaccinated, or by having a previous infection.",d
lG9to85mpUo_0,https://www.youtube.com/watch?v=lG9to85mpUo,Health & Medicine,Diagnostic,Explanation,What does the lungs in the animation looks like and what might be the reason for the observed phenomenon in the video?,Lung cancer typically doesn't cause signs and symptoms in its earliest stages. Signs and symptoms of lung cancer typically occur when the disease is advanced.,"Lung cancer can cause bleeding in the airway, which can cause you to cough up blood.",Lung cancer can cause fluid to accumulate in the space that surrounds the affected lung in the chest cavity.,"The left lung is in light pink color and the right lung is in dark pink color, covered by cell tissue colored in white. The reason for the observed phenomenon in the video is that the lungs are affected by lung cancer.",d
lG9to85mpUo_1,https://www.youtube.com/watch?v=lG9to85mpUo,Health & Medicine,Diagnostic,Domain Expertise,Which type of primary lung cancer does large cell carcinoma belong to?,Secondary lung cancer.,Non-small cell lung cancer.,Small cell lung cancer.,Primary lung cancer.,b
lG9to85mpUo_2,https://www.youtube.com/watch?v=lG9to85mpUo,Health & Medicine,Diagnostic,Domain Expertise,What does the icon character representing shortness of breath look like in the video?,The icon shows an old man bending over his knees and panting.,The icon shows a young man holding his neck with both hands and looking painful.,The icon is a woman in orange dress coughing.,The icon shows a man coughing the blood out of his mouth.,a
lG9to85mpUo_2,https://www.youtube.com/watch?v=lG9to85mpUo,Health & Medicine,Diagnostic,Domain Expertise,What is the color of the recurrent laryngeal nerve in the video?,The left recurrent laryngeal nerve is colored in green.,The left recurrent laryngeal nerve is colored in purple.,The left recurrent laryngeal nerve is colored in yellow.,The left recurrent laryngeal nerve is colored in red.,b
fDpK8z4SMhw,https://www.youtube.com/watch?v=fDpK8z4SMhw,Health & Medicine,Diagnostic,Counterfactual Thinking,What is the preparation step if one is going to self-examine the right breast?,Place the right hand behind the head and use the left hand to examine the left breast.,Place the right hand behind the head and use the left hand to examine the right breast.,Place the left hand behind the head and use the right hand to examine the left breast.,Place the left hand behind the head and use the right hand to examine the right breast.,b
fDpK8z4SMhw,https://www.youtube.com/watch?v=fDpK8z4SMhw,Health & Medicine,Diagnostic,Domain Expertise,Which part of the hand is used to touch and examine the breast in the video?,"In the video, all fingers except the thumb are used to touch and examine the breast.","In the video, all fingers are used to touch and examine the breast.","In the video, only the index finger is used to touch and examine the breast.","In the video, only the palm is used to touch and examine the breast.",a
srDdIbFLbJY,https://www.youtube.com/watch?v=srDdIbFLbJY,Health & Medicine,Diagnostic,Domain Expertise,Which side of the breast shows the symtom of dimpling in the video?,"The dimpling is visualized on the left breast, on the side close to the armpit.","The dimpling is visualized on the right breast, on the bottom side of the breast.","The dimpling is visualized on the right breast, on the side close to the armpit.","The dimpling is visualized on the left breast, on the bottom side of the breast.",a
jrbm5eJv6ws,https://www.youtube.com/watch?v=jrbm5eJv6ws,Health & Medicine,Diagnostic,Domain Expertise,"In the photo shown in the video, where does the discoid lupus appear?","In the photo, the discoid lupus appears on the patient's nose.","In the photo, the discoid lupus appears on the patient's cheeks.","In the photo, the discoid lupus appears on the lower left jaw and on the chin.","In the photo, the discoid lupus appears on the patient's forehead.",c
kwFlzqF4GUk,https://www.youtube.com/watch?v=kwFlzqF4GUk,Health & Medicine,Diagnostic,Domain Expertise,What joints on the cartoon skeleton are circled in the video?,The joints of the hips and knees are circled in the video.,The joints of the elbows and wrists are circled in the video.,The joints of the elbows and knees are circled in the video.,The joints of the hands are circled in the video.,c
7QP45tsqliQ,https://www.youtube.com/watch?v=7QP45tsqliQ,Health & Medicine,Diagnostic,Domain Expertise,What are the signs and symptoms of diverticular disease mentioned in the video?,"In diverticular disease, small bulges or pockets (diverticula) develop in the lining of the intestine. Diverticulitis is when these pockets become inflamed or infected.","Diverticulitis describes infection that occurs when bacteria becomes trapped inside one of the bulges, triggering more severe symptoms.","Cramping pain in the lower abdomen, altered bowel habits, nausea, vomitting, constipation, fever, bloating and flatulence. Some patients may also have urinary symptoms.","Diverticula are common and associated with ageing. The large intestine becomes weaker with age, and the pressure of hard stools passing through the large intestine is thought to cause the bulges to form.",c
97sgDBHo7LQ,https://www.youtube.com/watch?v=97sgDBHo7LQ,Health & Medicine,Diagnostic,Domain Expertise,Who are the common patients of the right-side tumor of colon cancer as mentioned in the video?,The right-side tumor commonly occur in elderly individuals.,The right-side tumor commonly occur in young patients.,The right-side tumor commonly occur in females.,The right-side tumor commonly occur in male patients.,b
97sgDBHo7LQ,https://www.youtube.com/watch?v=97sgDBHo7LQ,Health & Medicine,Diagnostic,Explanation,Why does the video shows the visualization of two hands when introducing iron deficiency anemia?,Iron deficiency anemia is a common type of anemia — a condition in which blood lacks adequate healthy red blood cells.,Iron deficiency anemia isn't something to self-diagnose or treat.,"Without enough iron, your body can't produce enough of a substance in red blood cells that enables them to carry oxygen,","The video shows two hands to compare their colors -- the hand with iron deficiency anemia is pale, while the other hand is normal.",d
wj791kx_CSI,https://www.youtube.com/watch?v=wj791kx_CSI,Health & Medicine,Diagnostic,Domain Expertise,What is the most common symtom of myocardial infarction as mentioned in the video?,Sore back.,Headache.,Chest pain.,Short of breath.,c
PrxpxtpbMt0_0,https://www.youtube.com/watch?v=PrxpxtpbMt0,Health & Medicine,Clinical Medicine,Explanation,Where are the group of people at the start of the video and why are they gathered there?,The medical students gather in the patient's room to practice clinical case presentation.,The people in the video gather in the hospital corridor to discuss the patient's case.,The professor and doctors gather in the patient's room to discuss the patient's treatment plan.,The medical group gather in the surgery room to perform a surgery.,b
PrxpxtpbMt0_1,https://www.youtube.com/watch?v=PrxpxtpbMt0,Health & Medicine,Clinical Medicine,Explanation,"In the video, which person is most likely to be the professor or the most senior doctor?","All of the people in the video are medical students, none of them seems to be the professor.",The man sitting at the rightmost seat in the video is most likely to be the professor or the most senior doctor.,The man standing at the center in the back is most likely to be the professor or the most senior doctor.,The woman presenting the patient's case is most likely to be the professor or the most senior doctor.,b
PrxpxtpbMt0_1,https://www.youtube.com/watch?v=PrxpxtpbMt0,Health & Medicine,Clinical Medicine,Domain Expertise,What is the question the medical student received during her presentation?,Another person asked what was the patient's blood pressure at.,Another person asked what was the medical history of the patient,Another person asked what was the treatment plan for the patient.,Another person asked what was the patient's heart rate elevated at.,d
PrxpxtpbMt0_2,https://www.youtube.com/watch?v=PrxpxtpbMt0,Health & Medicine,Clinical Medicine,Explanation,Why does the man in the video ask the medical student to describe a periferal smear?,The man is the patient's family member and he asks the medical student to describe a periferal smear.,The man does not know what a periferal smear is and he asks the medical student to describe it.,The man might be a professor and he asks the medical student to describe a periferal smear to test the student's knowledge.,The man is curious about the patient's periferal smear and he asks the medical student to describe it.,c
JPUoJjDFqwM_1,https://www.youtube.com/watch?v=JPUoJjDFqwM,Health & Medicine,Pharmacy,Explanation,What might be the reason to show a pair of hands holding pills in the video?,To emphasize that amoxicillin is only taken per orally.,To encourage people to take amoxicillin.,To advertise the brand of amoxicillin.,To show the effectiveness of amoxicillin in curing bacterial infections.,a
OpwwAjOtSJU_0,https://www.youtube.com/watch?v=OpwwAjOtSJU,Health & Medicine,Pharmacy,Explanation,What is the icon shown in the video when it mentions hypertension and what might be the reason to show the icon?,"The video shows a sphygmomanometer when it mentions hypertension, because people with hypertension need to measure their blood pressure regularly.","Having high blood pressure, especially in midlife, is linked to having poorer cognitive function and dementia later in life.","High blood pressure can damage your arteries by making them less elastic, which decreases the flow of blood and oxygen to your heart and leads to heart disease.","High blood pressure, also called hypertension, is blood pressure that is higher than normal. ",a
OpwwAjOtSJU_1,https://www.youtube.com/watch?v=OpwwAjOtSJU,Health & Medicine,Pharmacy,Explanation,What does the video cross out banana?,"Because certain health conditions, such as diabetes and having obesity, can also increase the risk for developing high blood pressure.","Because the video mentions that people taking losartan should follow a low potassium diet, while bananas are rich in potassium and should be avoided.","Because high blood pressure can damage your health in many ways. It can seriously hurt important organs like your heart, brain, kidneys, and eyes.",Because measuring your blood pressure is the only way to know whether you have high blood pressure.,b
science_v1,https://youtube.com/shorts/TrU6lzm0AT8?si=pJkhBirssjiAwQu0,Science,Physics,Explanation,How does the girl actively change her spinning speed?,Streching out or contracting legs and arms.,By touching the spinning platform at her feet.,Asking the other woman to pull the rope,Throwing off carried weights.,a
science_v1,https://youtube.com/shorts/TrU6lzm0AT8?si=pJkhBirssjiAwQu0,Science,Physics,Attribution Understanding,What is the reason that the girl on the right is floating in the air?,The woman on the left is pulling a rope connected to the girl.,The platform at her feet keep pushing her up.,She spins to fast so that she floats up like a propeller.,The woman on the left steps on a magnet that levitate the girl.,a
science_v1,https://youtube.com/shorts/TrU6lzm0AT8?si=pJkhBirssjiAwQu0,Science,Physics,Counterfactual Thinking,What would happen if the woman let go the rope in the middle of the video?,"The girl would fall on to the platform while still spinning, lose her balance and eventually fall.","The girl would fall on to the platform with angular speed changes to zero in a sudden, and keep perfect balance.",The girl would suddenly soar straight into the ceiling.,The girl would stay spinning in the air because she spins too fast.,a
science_v1,https://youtube.com/shorts/TrU6lzm0AT8?si=pJkhBirssjiAwQu0,Science,Physics,Domain Expertise,What is the physical law that makes the girl spinning faster when she contracted her legs and arms?,Conservation of angular momentum.,Newton's first law of motion,Law of conservation of energy,Faraday's law of electromagnetic induction,a
science_v2,https://youtu.be/77ZF50ve6rs?si=M3-Rlm5oPD2i6tpI,Science,Physics,Explanation,How many times did the professor lift up the ball?,Four,Three,Two,Five,a
science_v2,https://youtu.be/77ZF50ve6rs?si=M3-Rlm5oPD2i6tpI,Science,Physics,Attribution Understanding,Why did the kinetic energy of the ball increased?,Because the potential energy of the ball converted to the kinetic energy.,Because the professor pushed the ball with his hands.,Because the potential energy of the ball increased.,Because the ball is magnetic and repels the professor.,a
science_v2,https://youtu.be/77ZF50ve6rs?si=M3-Rlm5oPD2i6tpI,Science,Physics,Counterfactual Thinking,What would happen if the there is no friction at all?,The ball would touch the professor's chin again after swinging back.,The ball would crash the professor's chin after swinging back.,The ball would swing to the other end of the classroom and not swing back.,The ball would slide on the floor and not stop until it hits something.,a
science_v2,https://youtu.be/77ZF50ve6rs?si=M3-Rlm5oPD2i6tpI,Science,Physics,Attribution Understanding,What gets broken in the video?,A piece of glass.,The professor's eye glasses.,A ball.,The professor's chin.,a
science_v2,https://youtu.be/77ZF50ve6rs?si=M3-Rlm5oPD2i6tpI,Science,Physics,Domain Expertise,What is the physical principle that concludes the change of kinetic energy and potential energy of the ball?,Conservation of mechanical energy.,Conservation of angular momentum.,Newton's first law of motion,Faraday's law of electromagnetic induction,a
science_v3,https://youtube.com/shorts/sp1o2YyEzAQ?si=deozBxp125prusPD,Science,Physics,Explanation,What is the professor trying to prove?,The empirical T is close enough to the calculated T.,He can sit on a ball and swing with it.,He is a funny teacher that can make student laugh and clap.,The calculation on the blackboard is motivated by the experiment.,a
science_v3,https://youtube.com/shorts/sp1o2YyEzAQ?si=deozBxp125prusPD,Science,Physics,Explanation,What is the calculated period and the meausred period?,"4.58, 4.59.","4.59, 4.58.","45.8, 45.9.","45.9, 45.8.",a
science_v3,https://youtube.com/shorts/sp1o2YyEzAQ?si=deozBxp125prusPD,Science,Physics,Explanation,How many oscillations might the professor have made in total?,Ten,Nine,Twenty,One,a
science_v4,https://youtu.be/EtsXgODHMWk?si=xgdJERHysGz6dcWe,Science,Physics,Explanation,What happens to the light beam in the animation of the scene,The photons get reflected and scattered after hitting a wall.,The photons get reflected and still travel along a line after hitting a wall,The wall absorbs all photons and becomes brighter.,The photons pass through the wall and refract.,a
science_v5,https://youtube.com/shorts/q4ZuJz2HbtY?si=D1cUnmpLZCdLWiox,Science,Physics,Explanation,How do the pulleys move when the hands are off the pulley system?,Two static and two moving upward.,Two static and two moving downward.,Two moving downward and two moving upward.,All four remains static.,a
science_v5,https://youtube.com/shorts/q4ZuJz2HbtY?si=D1cUnmpLZCdLWiox,Science,Physics,Counterfactual Thinking,What would happen to the pulleys movement if I hang a large calibration weight to the bottom of the leftmost pulley?,Nothing different.,The second left pulley would drop much faster.,The rightmost pulley would move upward faster.,The leftmost pulley would move downward.,a
science_v6,https://youtu.be/QVKj3LADCnA?si=TwMssNeVL3rxZW54,Science,Math,Explanation,How do you get the last row in the rightmost matrix?,Subtracting twice the second row from the third row in the previous matrix.,Subtracting exactly the second row from the third row in the previous matrix.,Multiple the second row with the third row in the previous matrix.,Add up twice the second row to the third row in the previous matrix.,a
science_v9,https://youtube.com/shorts/WeMXeXlkSN0?si=uj4XHQqA0e5-t9Mn,Science,Chemistry,Explanation,How does the fluid color change in the test tube?,Red -> blue -> dark blue (upper) + transparent (lower),Red -> dark blue (upper) + transparent (lower) -> blue,Yellow -> Red -> blue,Red -> blue -> dark blue,a
science_v13,https://youtube.com/shorts/g6TJde8yAuU?si=XorCetIzy1-llHDY,Science,Geography,Explanation,By what percentage has Lake Tulare shrunked till today?,95%,More than 95%,Less than 95%,the video does not tell about it.,b
science_v14,https://youtube.com/shorts/qCIzSx0QGVI?si=V6h2Pe-TDBCeFquW,Science,Geography,Explanation,What are the components used to locate the street in order?,"pole, license plate, tall buildings","license plat, tall buidlings, pole","pole, tall buidlings, license plate","pole, license plat, sky",a
science_v14,https://youtube.com/shorts/qCIzSx0QGVI?si=V6h2Pe-TDBCeFquW,Science,Geography,Counterfactual Thinking,What country is it if the licnese plate has two strips but one is yellow?,Still France,Spain,Portugal,The Netherlands,c
science_v16,https://www.youtube.com/shorts/_t7Vxy4HI3w,Science,Physics,Explanation,How would you explain the phenomenon shown in the video?,The wire polarises the air molecules and lead to conduction and sparks.,The wire remains connected to the other end after being cut and leads to current in the air.,"The phenomenon is impossible in reality, the video is edited to show current in the air.",The worker adds voltage to the wire to make current in the air and yells to show his excitement.,a
science_v19,https://www.youtube.com/shorts/nQr3FoJb5x8,Science,Physics,Explanation,What are the particles on the balloons and the glass rod,electrons and protons,protons and electrons,electrons and photons,photons and electrons,a
science_v23,https://www.youtube.com/shorts/B1Acp5Kug-I,Science,Geography,Domain Expertise,Which of the following sets of countries have access to the ocean?,"Ethiopia, South Africa, Mozambique","Rwanda, Burundi, Malawi","Mozambique, South Africa, DRC","Uganda, Mozambique, Zambia",c
science_v24,https://www.youtube.com/shorts/E-T2cYblHN0,Science,Geography,Domain Expertise,What makes India's territory safe on the south side?,All three sides are protected by the sea.,It is protected by the Himalayas.,It is militorized in the Jammu and Kashmir.,The Indian Ocean protects all south borders.,a
science_v25,https://www.youtube.com/shorts/EmpOU5NMZPc,Science,Geography,Explanation,Why does Africa look as large as Greenland on the map?,Because it is.,Because Greenland is getting bigger with more icebergs.,Because of the map distortion effects.,Because the further land gets from the equator the smaller it appears to be on the map.,c
science_v25,https://www.youtube.com/shorts/EmpOU5NMZPc,Science,Geography,Domain Expertise,Which of the following combination could fit inside Africa?,"China, the USA, India, Argentina, Japan.","China, the USA, Russia, Japan.","The USA, Russia, Brazil.","The USA, China, Brazil, Canada.",a
science_v27,https://www.youtube.com/watch?v=Eg64S0DhAaI,Science,Geography,Explanation,What are typical trees in the temperate rainforests in the mountians in Asia?,"Beech, alder, oak, hornbeam.","Spruce, redwood, fir.","Hemlocks, oak, palm.","Beech, oak, redwood.",a
science_v27,https://www.youtube.com/watch?v=Eg64S0DhAaI,Science,Geography,Attribution Understanding,What makes the prosperity of moss and fern?,Large area of shades.,Abundant rainfall and moisture.,Steady and mild temperature all year around.,All above.,d
science_v28,https://www.youtube.com/watch?v=Eg64S0DhAaI,Science,Chemistry,Explanation,How does the solution color change over time?,purple -> green -> light brown.,purple -> light brown -> green.,blue -> green -> light brown.,purple -> yellow -> green.,a
science_v28,https://www.youtube.com/watch?v=Eg64S0DhAaI,Science,Chemistry,Explanation,"Based on the video, what reaction leads to the green color?",potassium permanganate (KMnO4) reacts with sugar (C6H12O6) to form potassium manganate (K2MnO4).,potassium permanganate (KMnO4) reacts with water (H2O) to form potassium manganate (K2MnO4).,potassium manganate (K2MnO4) reacts with sugar (C6H12O6) to form manganese(IV) oxide (MnO2).,potassium permanganate (KMnO4) reacts with potassium manganate (K2MnO4) to form manganese(IV) oxide (MnO2).,a
science_v29,https://www.youtube.com/shorts/eLvXS6J_ETQ,Science,Chemistry,Explanation,How does the video demonstrate that Bromine is dense?,He pours Bromine into water and sees brown color at the bottom.,He pours Bromine vapor into air and it falls onto the surface.,He pours Bromine vapor into air and it floats up.,He directly measures the density of Bromine.,b
science_v30,https://www.youtube.com/shorts/aUDYWYqtAR4,Science,Math,Domain Expertise,Why does it need the sum of the two terms to demonstrate that Pi is irrational?,Because the difference between the two terms is rational.,Because visualizing any one of the terms alone would result in a simple circle.,Because any one of the terms alone is rational but their sum is irrational.,Because visualizing their sum ends up with a plausible figure.,b
science_v31,https://www.youtube.com/shorts/B2P2Qi62dG0,Science,Physics,Explanation,Which of the claim is correct?,The potato moves up because her hand pushes the knife down.,The potato lost its inertia when the hammer directly knocks it down.,Both potato and knife have inertia.,She tell the audience to knock the knife to remove the potato safely.,c
science_v32,https://www.youtube.com/shorts/Rxf0uKu04TU,Science,Physics,Explanation,Which of the claim is correct?,The wooden disc has lighter rotational inertia because wood is less dense than iron.,The wooden disc has lighter rotational inertia because it has smaller mass.,The metal ring has lighter rotational inertia because it is less dense than wood.,The metal ring has lighter rotational inertia because it has smaller mass.,b
science_v32,https://www.youtube.com/shorts/Rxf0uKu04TU,Science,Physics,Domain Expertise,"Assume the wooden disc has a mass m1 and a rotational inertia I1. The metal ring has negligible thickness, a mass m2, and a rotational inertia of I2. What is I1/I2 assuming that they have the same radius?",m1/m2,m1/(2*m2),(2*m1)/m2,(m1)^2/(m2)^2,b
science_v33,https://www.youtube.com/watch?v=ZHhb9JFo01k,Science,Physics,Domain Expertise,What might N represents in the diagram when the animation shows the diffusion process happening across a cell's membrane?,The flux.,The total rate of flow.,The number of molecules inside the membrane as time flows.,The number of molecules outside the cell as time flows.,c
science_v34,https://www.youtube.com/shorts/GJNozc4IfWU,Science,Physics,Explanation,Why is the vortex called a virtual wall?,Because the air flowing out creates a wall in front of the bottle.,Because the Helmholtz reasonance needs a wall in front of the bottle to happen.,Because the wall is invisible most of the time.,Because it looks like the air out hits a wall and returns back into the bottle.,d
science_v35,https://www.youtube.com/shorts/LYytSXnSCOI,Science,Physics,Explanation,What does the second equation imply?,A north pole must come with a south pole to form a loop in mangetics.,A changing magnetic field produces an electric field.,An changing electric field produces a magnetic field.,A charge produces an electric field around it.,a
