video_id,video_url,domain,subdomain,question,option_a,option_b,option_c,option_d,correct_answer
Tds3k97aAzo_0,./all_data2/Tds3k97aAzo_0/Tds3k97aAzo_0.mp4,Health & Medicine,Public Health,What are the particle diameters shown in the video clip?,PM10.,PM2.5.,"PM10, PM5, and PM2.5.",PM10 and PM2.5.,c
Tds3k97aAzo_1,./all_data2/Tds3k97aAzo_1/Tds3k97aAzo_1.mp4,Health & Medicine,Public Health,What are the other air pollutants listed in the video without detailed explanation?,"PM, NO2, CO, SO2, O3, and Lead.","PM, NO2, CO, SO2, O3, Lead, Formaldehyde, PCB, Xylene, Benzene, Methyllsocyante, PAH, and Toluene.","NO2, CO, SO2, O3.","Formaldehyde, PCB, Xylene, Benzene, Methyllsocyante, PAH, and Toluene.",d
BWolWB3tSEU_0,./all_data2/BWolWB3tSEU_0/BWolWB3tSEU_0.mp4,Health & Medicine,Public Health,"According to the video, what are the four main types of non-communicable diseases?","Mental health disorder, chronic kidney disease, musculoskeletal disease, sensory disorder.","Cardiovascular diseases, cancer, chronic respiratory diseases, and diabetes.","Infectious diseases, deficiency diseases, hereditary diseases, and physiological diseases.","Chickenpox, colds, sore throats and ear infections.",b
BWolWB3tSEU_1,./all_data2/BWolWB3tSEU_1/BWolWB3tSEU_1.mp4,Health & Medicine,Public Health,"According to the video, how will the number of people with non-communicable diseases change by 2030?",The number of people with non-communicable diseases is expected to increase due to population growth and aging.,The number of people with non-communicable diseases is going to decline because of the general development throughout the world.,The number of people with non-communicable diseases will double by the time of 2030.,The number of people with non-communicable diseases might be at the same scale as of the time of the video clip.,a
VZut_SZYybA_0,./all_data2/VZut_SZYybA_0/VZut_SZYybA_0.mp4,Health & Medicine,Clinical Medicine,What happened before the man starts to sweat a lot and then becomes unconscious?,He began sweating and soon experienced nausea and vomiting.,The man drinks the coconut water from a rotten coconut.,The man has taken too many antibiotics recently.,The man took a long run back home.,b
VZut_SZYybA_0,./all_data2/VZut_SZYybA_0/VZut_SZYybA_0.mp4,Health & Medicine,Clinical Medicine,"According to the video, how did the man open the coconut and drink the water?",The man drained the coconut water into a bowl.,The man cut out the coconut meat and enjoy it raw and fresh.,The man poked into the coconut with a sharp knife.,The man poked the pre-made hole and drank the water with a straw.,d
VZut_SZYybA_1,./all_data2/VZut_SZYybA_1/VZut_SZYybA_1.mp4,Health & Medicine,Clinical Medicine,What would happen if the doctors find bacteria when checking the man's cerebrospinal fluid?,His pupils were partially reactive to light indicating something may be wrong with his nervous system. ,"Ambulance attendants found him in distress with pale and grey skin, a reduced mental state with confusion and poor balance.",Bacteria in the crerebrospinal fluid could suggest that the man's brain has infection. The initial antibiotic treatment might be effective to treat some of the bacterias.,Several tests were performed but the results showed no abnormalities.,c
VZut_SZYybA_1,./all_data2/VZut_SZYybA_1/VZut_SZYybA_1.mp4,Health & Medicine,Clinical Medicine,"As indicated from the animation, from which part of the man's body did the doctors collect cerebrospinal fluid?",An MRI scan was performed on AC's brain which showed significant swelling as he suffered from brain herniation. ,"The toxin 3-nitropropionic acid had caused poisoning in humans earlier in China and Africa, but the source of it had been sugarcane.",The doctors collected cerebrospinal fluid from the man's lumbar spine.,Severe toxication due to abnormal metabolic activity was suspected.,c
iJAR9sWfdm4,./all_data2/iJAR9sWfdm4/iJAR9sWfdm4.mp4,Health & Medicine,Clinical Medicine,What might be the reason for the medical group to appear in the room?,The medical group is there to discuss the patient's treatment plan.,The medical group is responsible for the patient's overall health.,A new treatment appears and the medical group is here to apply a new treatment to the patient.,A doctor brings a group of medical students to the patient's room to practice clinical case presentation.,d
iJAR9sWfdm4,./all_data2/iJAR9sWfdm4/iJAR9sWfdm4.mp4,Health & Medicine,Clinical Medicine,What is the reason for the patient to be in the hospital?,The patient experienced a sudden onset of fever and chills.,The patient experienced an acute onset of chest pain and shortness of breath.,The patient experienced change in vision and headache.,The patient experienced abodominal pain and vomiting.,b
iJAR9sWfdm4,./all_data2/iJAR9sWfdm4/iJAR9sWfdm4.mp4,Health & Medicine,Clinical Medicine,How many people are in the room and what are their roles?,"There are 4 people in the room, 2 of them belongs to the medical group and 2 of them are the patient and the patient's family.","There are 10 people in the room, 8 of them belongs to the medical group and 2 of them are the patient and the patient's family.","There are 6 people in the room, 3 of them belongs to the medical group and 3 of them are the patient and the patient's family.","There are 3 people in the room, 2 of them belongs to the medical group and the other one is the patient.",b
allPEamRsok_0,./all_data2/allPEamRsok_0/allPEamRsok_0.mp4,Health & Medicine,Clinical Medicine,What is the reason for the patient to be in the hospital?,The patient had uncontrollable coughing.,The patient experienced bilateral knee pain.,The patient had bruises all over the body.,The patient was badly burned.,b
allPEamRsok_0,./all_data2/allPEamRsok_0/allPEamRsok_0.mp4,Health & Medicine,Clinical Medicine,Who are the people that appears on the right hand side of the patient that does not belong to the medical group?,There are two persons that belong to the medical group and the other person is the patient's girlfriend.,"The patient's mother is sitting on the right hand side of the patient, and his father is standing behind his mother.",There are two people that belongs to the medical group.,One person is the patient's girlfriend and the other person is the patient's co-worker.,d
allPEamRsok_1,./all_data2/allPEamRsok_1/allPEamRsok_1.mp4,Health & Medicine,Clinical Medicine,"According to the video, what is disease that runs in the patient's family? And who in the family has it?",The patient has cancer and both of the patient's parents have it.,The patient has diabetes and the patient's mother has it.,The patient has sickle cell disease and two of the patient's siblings have it.,The patient has heart disease and the patient's father has it.,c
PRR-wHfBavA_0,./all_data2/PRR-wHfBavA_0/PRR-wHfBavA_0.mp4,Health & Medicine,Clinical Medicine,How old is the patient when the video was recorded?,30,29,27,28,b
PRR-wHfBavA_1,./all_data2/PRR-wHfBavA_1/PRR-wHfBavA_1.mp4,Health & Medicine,Clinical Medicine,What is the cause for the patient to develop the disease?,"The disease runs in the patient's family, and the syndrome first appear when the patient was in middle school.","The patient's nerves was not working as it should, and missed a lot of signals.",The patient's spine was badly injured in a car accident.,"The patient's right hand was crushed during an accident and it damaged the nerves, causing the nerves to malfunction and send constant pain signals to the brain.",d
NhwL3KXgLqg_0,./all_data2/NhwL3KXgLqg_0/NhwL3KXgLqg_0.mp4,Health & Medicine,Pharmacy,Why does this video interview Dr. Guru Sonpavde and what does he introduce?,"Patients with a clinical complete response were offered the opportunity to proceed with additional immunotherapy, without surgical removal of the bladder.",Mount Sinai investigators have developed a new approach for treating invasive bladder cancer without the need for surgical removal of the bladder.,"Seventy-six patients participated in this clinical trial, and approximately 43 percent achieved a complete response.","This video is about a new treatment for bladder cancer patients. Dr. Guru Sonpavde leads a bladder cancer treatment center, and introduces a few new treatments for bladder cancer patients.",d
NhwL3KXgLqg_0,./all_data2/NhwL3KXgLqg_0/NhwL3KXgLqg_0.mp4,Health & Medicine,Pharmacy,What would happen if a patient who does not have fgfr2 or fgfr3 tumor mutations takes erdafitinib?,Removing the bladder is currently a standard approach when cancer has invaded the muscle layer of the bladder.,"Surgical removal of the bladder can be curative in muscle-invasive bladder cancer, but the procedure can have profound effects on a patient__ quality of life.","In a phase 2 clinical trial that was the first of its kind, doctors found that some patients could be treated with a combination of chemotherapy and immunotherapy without the need to remove their bladder.","Erdafitinib treatment is effective for patients who have fgfr2 or fgfr3 tumor mutations. If a patient who does not have fgfr2 or fgfr3 tumor mutations takes erdafitinib, the treatment may not be effective.",d
NhwL3KXgLqg_1,./all_data2/NhwL3KXgLqg_1/NhwL3KXgLqg_1.mp4,Health & Medicine,Pharmacy,How will the research conducted at this bladder cancer treatment lab help patients?,"Related research will continue to be conducted at this bladder cancer treatment lab, trying to identify even more effective drug combinations and identify exactly at which point they should be administered.",Bladder cancer is sometimes treated with external beam radiation therapy.,"When the bladder must be removed, the surgeon performs a procedure called urinary diversion to create another way for the body to store and pass urine.","Among patients opting to proceed without surgical removal of the bladder, about 70 percent had no evidence of recurrent cancer after two years.",a
NhwL3KXgLqg_1,./all_data2/NhwL3KXgLqg_1/NhwL3KXgLqg_1.mp4,Health & Medicine,Pharmacy,What is the statistical proof that the historical chemotherapy like taxanes are not as active as other treatments?,"Taxanes induce responses in around 10 to 15 percent of patients, as opposed to enfortumab vedotin which induces responses in nearly 45 percent of patients.",Treatment for muscle-invasive bladder cancer is in need of major improvements from both a quality-of-life and an effectiveness standpoint.,"If additional research confirms our findings, this may lead to a new paradigm in the treatment of muscle-invasive bladder cancer.","Based on the results of this trial, two follow-up studies were launched to build on this approach; one is ongoing, and another will open in the next six months.",a
9p_KEQr8ks8,./all_data2/9p_KEQr8ks8/9p_KEQr8ks8.mp4,Health & Medicine,Pharmacy,What might be the reason why barbiturates are not used to treat sleep problems?,Certain drugs used to treat anxiety and depression may be used for sleep because drowsiness is one of their main side effects.,Barbiturates are not used to treat sleep problems because they are addictive and have a high risk of overdose.,Do not attempt to drive or perform other activities that require concentration after taking an insomnia drug because it will make you sleepy and can increase your risk for accidents.,All insomnia medications should be taken shortly before bed.,b
9p_KEQr8ks8,./all_data2/9p_KEQr8ks8/9p_KEQr8ks8.mp4,Health & Medicine,Pharmacy,What might happen if a person who takes barbiturates to treat sleep problems stops taking the medication?,"The person may experience withdrawal symptoms, such as anxiety, restlessness, and insomnia.","It synchronizes the body with the environment's light & dark cycle, peaking during the night and dipping during the day, to stabilize the body__ natural circadian rhythm.",People experience two forms of sleep: rapid eye movement and nonrapid eye movement.,"In the forebrain and hypothalamus, neurons release gamma-aminobutyric acid and histamine.",a
9p_KEQr8ks8,./all_data2/9p_KEQr8ks8/9p_KEQr8ks8.mp4,Health & Medicine,Pharmacy,What can one do if a certain type of medication does not solve one's sleep problem?,"There are many different types of medications for sleep problems. If one type of medication does not work, one can try another type of medication. Also, there are a number of possible treatments for sleep problems other than medications, such as behavior treatments.",An estimated 50 million to 70 million adults in the U.S. have chronic sleep and wakefulness disorders.,"Insomnia is more common in women (25%) than in men (18%), and its prevalence increases with age, affecting approximately 50% of the elderly population.",Data from the years 2008 through 2010 from the National Health Interview Survey indicated that 62% of adults in the U.S. slept seven to eight hours and that 28% slept six or fewer hours in a 24-hour period.,a
9p_KEQr8ks8,./all_data2/9p_KEQr8ks8/9p_KEQr8ks8.mp4,Health & Medicine,Pharmacy,What are the methods mentioned in this video to address sleep problem?,It is hypothesized that the action of orexin changes the activity of the neurotransmitters involved in the regulation of sleep/wake states.,"The sleep-wake cycle is also affected by neurotransmitters released by reticular activating system neurons, such as norepinephrine, acetylcholine, and serotonin.",These neurotransmitters contribute to maintaining wakefulness and significantly decrease during REM sleep.,"This video mentions cognitive behavior therapy for insomnia, and medications.",d
m0HNnQeWXvM,./all_data2/m0HNnQeWXvM/m0HNnQeWXvM.mp4,Health & Medicine,Pharmacy,What might be the reason for the woman to appear at the drugstore?,It also has anti-ageing benefits with peptides and antioxidants.,"As an ultra-matte gel formulation, it is suitable for all skin types in humid weather while also being relatively sweat resistant.","This cream provides complete sun protection, aids in healing sun damage and reduces tanning.","The woman is a dermatologist, and she appears at the drugstore to introduce the best acne fighting products.",d
m0HNnQeWXvM,./all_data2/m0HNnQeWXvM/m0HNnQeWXvM.mp4,Health & Medicine,Pharmacy,What would happen if a person with acne-prone skin uses a product that contains petrolatum?,"Ideal for sensitive, dry and normal skin, this is another fragrance-free formula that delivers essential vitamin B3 to the skin in the form niacinamide as well as hydrating glycerin without clogging pores.",Petrolatum will clog the pores and make the acne worse.,"Enriched with ceramides to maintain the skin's natural barrier and hyaluronic acid to seal in the skin__ natural moisture, this non-comedogenic formula is a favourite with dermats everywhere.","Gentle and devoid of fragrances, this fast-absorbing moisturiser sinks deep within the skin to lock in hydration and repair a compromised skin barrier.",b
m0HNnQeWXvM,./all_data2/m0HNnQeWXvM/m0HNnQeWXvM.mp4,Health & Medicine,Pharmacy,What are the products a person with oily skin might purchase after seeing this video?,"A household staple, it is always handy to stash this versatile jelly in your skincare bag for its endless uses.","Personally, I like to apply a thin layer with a cotton swab to heal dry cuticles and perk up a manicure.",This face wash works well for oily as well as combination skin types. ,"Following the advice in this video, a person with oily skin might purchase a liquid cleanser that foams instead of a creamier cleanser, and might purchase the Garnier blackhead eliminating scrub, and also products that contains sulfur, and CeraVe.",d
m0HNnQeWXvM,./all_data2/m0HNnQeWXvM/m0HNnQeWXvM.mp4,Health & Medicine,Pharmacy,What is the brand of the sulfur mask recommended in the video?,It offers relief from itching for those with allergy-prone skin while also repairing the skin barrier function and reducing skin sensitivity.,"Those with irritated and dry skin will want to reach for this calming cream that contains soothing agents like glycerin, squalene and olea fruit oil.",The dermatologist recommends Therapeutic Sulfur Mask from AcneFree.,"Featuring glycolic acid as a natural exfoliator, antioxidant vitamin E and soothing aloe vera extracts, it aids in cleansing oily skin without stripping away natural oils.",c
U6e0r5M_N-s_0,./all_data2/U6e0r5M_N-s_0/U6e0r5M_N-s_0.mp4,Health & Medicine,Pharmacy,What is the symdrome of bipolar disorder as depicted in the chart?,"It is often underutilized because of the potential for side effects, and perhaps because it is an older drug.","This activity outlines the indications and contraindications for lithium use, provides instructions for administration and monitoring, and reviews lithium toxicity.","Bipolor disorder is a condition characterized by periods of mania and depression. Patients with bipolar disorder can have dramatic shifts in emotions, energy, and activity levels that can make day-to-day living difficult.","Despite the availability of newer mood stabilizers, lithium continues to be a first-line treatment for bipolar disorder.",c
U6e0r5M_N-s_0,./all_data2/U6e0r5M_N-s_0/U6e0r5M_N-s_0.mp4,Health & Medicine,Pharmacy,How will the symtom of bipolar disorder change after taking lithium?,"Lithium regulates the neurotransmitter release process, and thus decreases the frequency and magnitude of the ups and downs in the mood.","The mechanism of action of lithium is not known. It is rapidly absorbed, has a small volume of distribution, and is excreted in the urine unchanged.",Lithium appears to increase cytoprotective proteins and possibly activates neurogenesis and increases gray matter volume.,"Lithium modifies sodium transport in nerve and muscle cells. It alters the metabolism of neurotransmitters, specifically catecholamines and serotonin.",a
U6e0r5M_N-s_1,./all_data2/U6e0r5M_N-s_1/U6e0r5M_N-s_1.mp4,Health & Medicine,Pharmacy,What would happen to the baby if a pregnant patient with bipolar disorder takes lithium?,Lithium is a commonly prescribed drug for a manic episode in bipolar disorder as well as maintenance therapy of bipolar disorder in a patient with a history of a manic episode.,The baby will have higher risk of congenital heart defects. s,"Lithium was the first mood stabilizer and is still the first-line treatment option, but is underutilized because it is an older drug.","This activity highlights the role of the interprofessional team in caring for patients who are undergoing, or who may undergo lithium therapy.",b
U6e0r5M_N-s_1,./all_data2/U6e0r5M_N-s_1/U6e0r5M_N-s_1.mp4,Health & Medicine,Pharmacy,"In this video, how many enzymes involved in the neurotransmitter release process are inhibited by lithium?","Lithium is also prescribed for major depressive disorder as an adjunct therapy, bipolar disorder without a history of mania, treatment of vascular headaches, and neutropenia.",The primary target symptoms of lithium are mania and unstable mood.,"There are two types of enzymes being inhibited by lithium, namely inostol phosphate phosphatase and inostol mono-phosphatase.",Patients with rapid cycling and mixed state types of bipolar disorder generally do less well on lithium.,c
JPUoJjDFqwM_0,./all_data2/JPUoJjDFqwM_0/JPUoJjDFqwM_0.mp4,Health & Medicine,Pharmacy,Which type of medication can treat broader range of bacterial infections? Amoxicillin or penicillin?,Amoxicillin and penicillin are both antibiotics in the penicillin class.,Both amoxicillin and penicillin are used to treat bacterial infections.,Amoxicillin can treat a broader range of bacterial infections than penicillin.,Both amoxicillin and penicillin have similar side effects that go away when you stop taking the medication.,c
JPUoJjDFqwM_0,./all_data2/JPUoJjDFqwM_0/JPUoJjDFqwM_0.mp4,Health & Medicine,Pharmacy,"According to the video, what are the types of bacterias that amoxicillin can treat while peniciilin cannot?",Enterococcus sp. is most susceptible to the natural penicillins.,Some gram-positive bacteria.,Penicillium fungi.,Some gram-negative bacteria.,d
7FR1TsKLoDI_0,./all_data2/7FR1TsKLoDI_0/7FR1TsKLoDI_0.mp4,Health & Medicine,Basic Medical Science,What might be the reason for the brain to have an area with dimmed gray color in the animation?,"The brain cells in that specific brain area is not getting enough oxygen and nutrients because of the stroke, and the brain cells are dying.",The blood vessel in the brain leaks or bursts and causes bleeding in the brain. The blood increases pressure on brain cells and damages them.,An ischemic stroke occurs when the blood supply to part of the brain is blocked or reduced.,A stroke is a medical emergency. It's crucial to get medical treatment right away. Getting emergency medical help quickly can reduce brain damage and other stroke complications.,a
7FR1TsKLoDI_0,./all_data2/7FR1TsKLoDI_0/7FR1TsKLoDI_0.mp4,Health & Medicine,Basic Medical Science,What might happen if the blood flow in part of ones brain is blocked?,A hemorrhagic stroke is caused by leaking or bursting of a blood vessel in the brain.,"In this case, a stroke may occur, and the brain cells in that area may die.","Some people may have only a temporary disruption of blood flow to the brain, known as a transient ischemic attack (TIA). A TIA doesn't cause lasting symptoms.","Bleeding inside the brain, known as a brain hemorrhage, can result from many conditions that affect the blood vessels.",b
7FR1TsKLoDI_1,./all_data2/7FR1TsKLoDI_1/7FR1TsKLoDI_1.mp4,Health & Medicine,Basic Medical Science,"Please describe the shape of the cells traveling in the blood vessels in the animation, and what might be the reason for the shape?","The shape of a cell is tightly controlled, and reflects important processes including actomyosin activity, adhesion properties, cell differentiation, and polarization.",White blood cells are colorless but can appear as a very light purple to pink color when examined under a microscope and colored with dye.,"This biconcave shape allows the cells to flow smoothly through the narrowest blood vessels. Gas exchange with tissues occurs in capillaries, tiny blood vessels that are only as wide as one cell.","The cells are colored in red, and they are shaped as biconcave disks. The cells in the animation might be red blood cells, and the animation use them to show the blood flow in the blood vessels.",d
7FR1TsKLoDI_2,./all_data2/7FR1TsKLoDI_2/7FR1TsKLoDI_2.mp4,Health & Medicine,Basic Medical Science,What is the reason for the brain artery to be blocked in the animation?,Blocked or narrowed blood vessels can be caused by fatty deposits that build up in blood vessels.,"Ischemic stroke causes reduced blood flow, known as ischemia.",The brain artery is blocked because a blood clot formed elsewhere traveled to the brain artery and blocked the narrow part of the artery.,"Ischemic stroke is the most common type of stroke, and it happens when the brain's blood vessels become narrowed or blocked.",c
9axOFtPqS0c_0,./all_data2/9axOFtPqS0c_0/9axOFtPqS0c_0.mp4,Health & Medicine,Public Health,What are the infectious agents that cause infectious diseases mentioned in the video?,"Viruses, bacteria, fungi, protozoa, and helminths.","Viruses, bacteria, fungi, protozoa, and parasitic worms.","Viruses, bacteria, parasites, and fungi.","Helminths, bacteria and protozoans.",c
9axOFtPqS0c_0,./all_data2/9axOFtPqS0c_0/9axOFtPqS0c_0.mp4,Health & Medicine,Public Health,What does the icon that represents fungi looks like in the video?,The icon looks like a blue cell with a nucleus.,The icon looks like a mushroom.,The icon looks like a bacteria with flagellum.,The icon looks like a set of blue dots.,d
9axOFtPqS0c_1,./all_data2/9axOFtPqS0c_1/9axOFtPqS0c_1.mp4,Health & Medicine,Public Health,What will happen if the infectious agents get into one's body and their immune system is not able to fight them off?,"Mild infections may respond to rest and home remedies, while some life-threatening infections may need hospitalization.","In this case, that person will get sick and may develop an infectious disease.",Some infectious diseases can be passed from person to person. Some are transmitted by insects or other animals.,"Signs and symptoms vary depending on the organism causing the infection, but often include fever and fatigue. ",b
9axOFtPqS0c_1,./all_data2/9axOFtPqS0c_1/9axOFtPqS0c_1.mp4,Health & Medicine,Public Health,What are the ways of being immune to infectious diseases mentioned in the video?,Frequent and thorough hand-washing also helps protect you from most infectious diseases.,An easy way to catch most infectious diseases is by coming in contact with a person or an animal with the infection.,"Many infectious diseases, such as measles and chickenpox, can be prevented by vaccines. ","A person might be immune to infectious diseases by getting vaccinated, or by having a previous infection.",d
lG9to85mpUo_0,./all_data2/lG9to85mpUo_0/lG9to85mpUo_0.mp4,Health & Medicine,Diagnostic,What does the lungs in the animation looks like and what might be the reason for the observed phenomenon in the video?,Lung cancer typically doesn't cause signs and symptoms in its earliest stages. Signs and symptoms of lung cancer typically occur when the disease is advanced.,"Lung cancer can cause bleeding in the airway, which can cause you to cough up blood.",Lung cancer can cause fluid to accumulate in the space that surrounds the affected lung in the chest cavity.,"The left lung is in light pink color and the right lung is in dark pink color, covered by cell tissue colored in white. The reason for the observed phenomenon in the video is that the lungs are affected by lung cancer.",d
lG9to85mpUo_1,./all_data2/lG9to85mpUo_1/lG9to85mpUo_1.mp4,Health & Medicine,Diagnostic,Which type of primary lung cancer does large cell carcinoma belong to?,Secondary lung cancer.,Non-small cell lung cancer.,Small cell lung cancer.,Primary lung cancer.,b
lG9to85mpUo_2,./all_data2/lG9to85mpUo_2/lG9to85mpUo_2.mp4,Health & Medicine,Diagnostic,What does the icon character representing shortness of breath look like in the video?,The icon shows an old man bending over his knees and panting.,The icon shows a young man holding his neck with both hands and looking painful.,The icon is a woman in orange dress coughing.,The icon shows a man coughing the blood out of his mouth.,a
lG9to85mpUo_2,./all_data2/lG9to85mpUo_2/lG9to85mpUo_2.mp4,Health & Medicine,Diagnostic,What is the color of the recurrent laryngeal nerve in the video?,The left recurrent laryngeal nerve is colored in green.,The left recurrent laryngeal nerve is colored in purple.,The left recurrent laryngeal nerve is colored in yellow.,The left recurrent laryngeal nerve is colored in red.,b
fDpK8z4SMhw,./all_data2/fDpK8z4SMhw/fDpK8z4SMhw.mp4,Health & Medicine,Diagnostic,What is the preparation step if one is going to self-examine the right breast?,Place the right hand behind the head and use the left hand to examine the left breast.,Place the right hand behind the head and use the left hand to examine the right breast.,Place the left hand behind the head and use the right hand to examine the left breast.,Place the left hand behind the head and use the right hand to examine the right breast.,b
fDpK8z4SMhw,./all_data2/fDpK8z4SMhw/fDpK8z4SMhw.mp4,Health & Medicine,Diagnostic,Which part of the hand is used to touch and examine the breast in the video?,"In the video, all fingers except the thumb are used to touch and examine the breast.","In the video, all fingers are used to touch and examine the breast.","In the video, only the index finger is used to touch and examine the breast.","In the video, only the palm is used to touch and examine the breast.",a
srDdIbFLbJY,./all_data2/srDdIbFLbJY/srDdIbFLbJY.mp4,Health & Medicine,Diagnostic,Which side of the breast shows the symtom of dimpling in the video?,"The dimpling is visualized on the left breast, on the side close to the armpit.","The dimpling is visualized on the right breast, on the bottom side of the breast.","The dimpling is visualized on the right breast, on the side close to the armpit.","The dimpling is visualized on the left breast, on the bottom side of the breast.",a
jrbm5eJv6ws,./all_data2/jrbm5eJv6ws/jrbm5eJv6ws.mp4,Health & Medicine,Diagnostic,"In the photo shown in the video, where does the discoid lupus appear?","In the photo, the discoid lupus appears on the patient's nose.","In the photo, the discoid lupus appears on the patient's cheeks.","In the photo, the discoid lupus appears on the lower left jaw and on the chin.","In the photo, the discoid lupus appears on the patient's forehead.",c
kwFlzqF4GUk,./all_data2/kwFlzqF4GUk/kwFlzqF4GUk.mp4,Health & Medicine,Diagnostic,What joints on the cartoon skeleton are circled in the video?,The joints of the hips and knees are circled in the video.,The joints of the elbows and wrists are circled in the video.,The joints of the elbows and knees are circled in the video.,The joints of the hands are circled in the video.,c
7QP45tsqliQ,./all_data2/7QP45tsqliQ/7QP45tsqliQ.mp4,Health & Medicine,Diagnostic,What are the signs and symptoms of diverticular disease mentioned in the video?,"In diverticular disease, small bulges or pockets (diverticula) develop in the lining of the intestine. Diverticulitis is when these pockets become inflamed or infected.","Diverticulitis describes infection that occurs when bacteria becomes trapped inside one of the bulges, triggering more severe symptoms.","Cramping pain in the lower abdomen, altered bowel habits, nausea, vomitting, constipation, fever, bloating and flatulence. Some patients may also have urinary symptoms.","Diverticula are common and associated with ageing. The large intestine becomes weaker with age, and the pressure of hard stools passing through the large intestine is thought to cause the bulges to form.",c
97sgDBHo7LQ,./all_data2/97sgDBHo7LQ/97sgDBHo7LQ.mp4,Health & Medicine,Diagnostic,Who are the common patients of the right-side tumor of colon cancer as mentioned in the video?,The right-side tumor commonly occur in elderly individuals.,The right-side tumor commonly occur in young patients.,The right-side tumor commonly occur in females.,The right-side tumor commonly occur in male patients.,b
97sgDBHo7LQ,./all_data2/97sgDBHo7LQ/97sgDBHo7LQ.mp4,Health & Medicine,Diagnostic,Why does the video shows the visualization of two hands when introducing iron deficiency anemia?,Iron deficiency anemia is a common type of anemia _ a condition in which blood lacks adequate healthy red blood cells.,Iron deficiency anemia isn't something to self-diagnose or treat.,"Without enough iron, your body can't produce enough of a substance in red blood cells that enables them to carry oxygen,","The video shows two hands to compare their colors -- the hand with iron deficiency anemia is pale, while the other hand is normal.",d
wj791kx_CSI,./all_data2/wj791kx_CSI/wj791kx_CSI.mp4,Health & Medicine,Diagnostic,What is the most common symtom of myocardial infarction as mentioned in the video?,Sore back.,Headache.,Chest pain.,Short of breath.,c
PrxpxtpbMt0_0,./all_data2/PrxpxtpbMt0_0/PrxpxtpbMt0_0.mp4,Health & Medicine,Clinical Medicine,Where are the group of people at the start of the video and why are they gathered there?,The medical students gather in the patient's room to practice clinical case presentation.,The people in the video gather in the hospital corridor to discuss the patient's case.,The professor and doctors gather in the patient's room to discuss the patient's treatment plan.,The medical group gather in the surgery room to perform a surgery.,b
PrxpxtpbMt0_1,./all_data2/PrxpxtpbMt0_1/PrxpxtpbMt0_1.mp4,Health & Medicine,Clinical Medicine,"In the video, which person is most likely to be the professor or the most senior doctor?","All of the people in the video are medical students, none of them seems to be the professor.",The man sitting at the rightmost seat in the video is most likely to be the professor or the most senior doctor.,The man standing at the center in the back is most likely to be the professor or the most senior doctor.,The woman presenting the patient's case is most likely to be the professor or the most senior doctor.,b
PrxpxtpbMt0_1,./all_data2/PrxpxtpbMt0_1/PrxpxtpbMt0_1.mp4,Health & Medicine,Clinical Medicine,What is the question the medical student received during her presentation?,Another person asked what was the patient's blood pressure at.,Another person asked what was the medical history of the patient,Another person asked what was the treatment plan for the patient.,Another person asked what was the patient's heart rate elevated at.,d
PrxpxtpbMt0_2,./all_data2/PrxpxtpbMt0_2/PrxpxtpbMt0_2.mp4,Health & Medicine,Clinical Medicine,Why does the man in the video ask the medical student to describe a periferal smear?,The man is the patient's family member and he asks the medical student to describe a periferal smear.,The man does not know what a periferal smear is and he asks the medical student to describe it.,The man might be a professor and he asks the medical student to describe a periferal smear to test the student's knowledge.,The man is curious about the patient's periferal smear and he asks the medical student to describe it.,c
JPUoJjDFqwM_1,./all_data2/JPUoJjDFqwM_1/JPUoJjDFqwM_1.mp4,Health & Medicine,Pharmacy,What might be the reason to show a pair of hands holding pills in the video?,To emphasize that amoxicillin is only taken per orally.,To encourage people to take amoxicillin.,To advertise the brand of amoxicillin.,To show the effectiveness of amoxicillin in curing bacterial infections.,a
OpwwAjOtSJU_0,./all_data2/OpwwAjOtSJU_0/OpwwAjOtSJU_0.mp4,Health & Medicine,Pharmacy,What is the icon shown in the video when it mentions hypertension and what might be the reason to show the icon?,"The video shows a sphygmomanometer when it mentions hypertension, because people with hypertension need to measure their blood pressure regularly.","Having high blood pressure, especially in midlife, is linked to having poorer cognitive function and dementia later in life.","High blood pressure can damage your arteries by making them less elastic, which decreases the flow of blood and oxygen to your heart and leads to heart disease.","High blood pressure, also called hypertension, is blood pressure that is higher than normal. ",a
OpwwAjOtSJU_1,./all_data2/OpwwAjOtSJU_1/OpwwAjOtSJU_1.mp4,Health & Medicine,Pharmacy,What does the video cross out banana?,"Because certain health conditions, such as diabetes and having obesity, can also increase the risk for developing high blood pressure.","Because the video mentions that people taking losartan should follow a low potassium diet, while bananas are rich in potassium and should be avoided.","Because high blood pressure can damage your health in many ways. It can seriously hurt important organs like your heart, brain, kidneys, and eyes.",Because measuring your blood pressure is the only way to know whether you have high blood pressure.,b
NNSBpXz_8yo,./all_data2/NNSBpXz_8yo/NNSBpXz_8yo.mp4,Tech & Engineering,Agriculture,Why did the fire eventually go out?,"Because the cattle drank water, which diluted the gases in its stomach and prevented the fire.","Because the cattle consumed special herbs that neutralized the gases in its stomach, stopping the fire from spreading.","Because all the gas in the cattle's stomach was expelled, the cattle no longer has bloating.",,c
